n_number,mfr_mdl_code,year_manufactured,aircraft_type_code,engine_type_code,certification_code,registration_status,cert_issue_date,expiration_date,owner_state,owner_country
6490W,7102802,,4,1,UNKNOWN,V,2023-05-17,2030-05-31,WA,US
6490X,2072610,1961.0,4,1,1N,V,1987-07-20,2028-03-31,MI,US
6490Y,2073456,1981.0,4,1,1N,V,2018-01-03,2028-01-31,RI,US
64912,2071835,1978.0,4,8,1U,V,1996-04-05,2030-03-31,CA,US
64914,7486060,,2,0,UNKNOWN,V,2009-03-27,2030-01-31,NM,US
64915,2072436,1982.0,4,1,1NU,V,2022-12-30,2029-12-31,ME,US
64918,2072436,1982.0,4,1,1NU,V,2006-05-04,2027-05-31,FL,US
64919,2072418,1973.0,4,8,1NU,V,2002-08-23,2028-02-29,PA,US
6491B,2073451,1978.0,4,1,1N,V,2020-02-24,2030-02-28,MT,US
6491E,2072402,1959.0,4,1,1,V,2002-04-04,2030-02-28,  ,DE
6491H,2073614,1979.0,4,2,1N,V,2012-10-25,2028-10-31,AZ,US
6491J,7102808,1968.0,4,1,1NU,V,2017-09-01,2027-09-30,IN,US
6491K,2071830,,4,8,1U,V,2023-04-08,2030-04-30,OH,US
6491R,7102802,1966.0,4,1,1NU,V,2023-08-25,2030-08-31,TX,US
6491U,5870208,1962.0,4,1,1,V,2006-01-19,2029-04-30,VA,US
6491W,7102802,1965.0,4,1,1NU,V,2021-07-24,2028-07-31,IN,US
6491Z,2073356,1981.0,4,3,1N,V,2024-02-27,2031-02-28,NY,US
6492,06102JI,,6,10,UNKNOWN,V,2025-07-31,2032-07-31,TX,US
64924,1380134,1942.0,4,1,1U,V,2004-06-15,2027-07-31,OH,US
6492B,2073451,1978.0,4,1,1N,V,2016-02-12,2029-02-28,WY,US
6492C,1152913,1982.0,5,2,1N,V,2022-11-14,2029-11-30,SC,US
6492D,2073102,1959.0,4,1,1,V,2019-06-26,2029-06-30,CO,US
6492E,2072434,1978.0,4,1,1N,V,2014-04-28,2027-04-30,MD,US
6492F,2071814,,4,1,40,V,2023-05-12,2030-05-31,DE,US
6492G,2072703,2004.0,4,1,1N,V,2005-01-27,2029-09-30,NC,US
6492H,2073604,1979.0,4,1,1N,V,2011-04-18,2027-04-30,AK,US
6492M,9230418,,4,1,1N,V,2022-03-11,2029-03-31,OR,US
6492N,2073453,1978.0,4,1,1N,V,2020-04-21,2030-04-30,NM,US
6492R,7102802,1966.0,4,1,1NU,V,2018-07-31,2028-07-31,CA,US
6492T,2071802,1960.0,4,1,1,V,2024-09-18,2031-09-30,NY,US
6492U,2073356,1979.0,4,3,1N,V,1994-09-22,2028-06-30,PA,US
6492Y,2073456,1981.0,4,1,1N,V,1998-08-28,2028-01-31,PA,US
64939,2071835,1978.0,4,8,1U,V,2006-03-09,2030-03-31,AL,US
6493A,2072702,1956.0,4,1,1,V,2019-02-12,2029-02-28,TX,US
6493B,2072402,1956.0,4,1,1,V,2002-06-19,2027-08-31,CA,US
6493E,2072731,1984.0,4,1,1N,V,2010-06-23,2028-01-31,MD,US
6493F,2075816,1975.0,4,1,1N,V,2025-08-25,2032-08-31,UT,US
6493H,7100510,1946.0,4,1,1,V,2021-11-17,2028-11-30,OK,US
6493J,7102808,,4,1,1NU,V,2025-02-21,2032-02-29,FL,US
6493M,9230408,1948.0,4,1,1,V,2005-10-06,2028-10-31,FL,US
6493N,2073456,1978.0,4,1,1N,V,1992-04-21,2030-02-28,OR,US
6493R,7102802,1966.0,4,1,1NU,V,2012-01-20,2028-01-31,CA,US
6493Y,2073456,1981.0,4,1,1N,V,2024-07-22,2031-07-31,OK,US
64942,2071835,1978.0,4,8,1U,V,2014-12-10,2027-12-31,OR,US
64943,2072436,1982.0,4,1,1NU,V,2017-02-06,2030-02-28,TN,US
64944,2071835,1978.0,4,8,1U,V,2023-04-20,2030-04-30,TX,US
64949,2071835,1978.0,4,8,6133,V,2022-10-17,2029-10-31,NY,US
6494A,2072702,1956.0,4,1,1,V,1994-03-10,2030-04-30,NY,US
6494C,7103406,1978.0,5,1,1N,V,2010-11-10,2029-11-30,AR,US
6494J,7102808,1968.0,4,1,1NU,V,2017-02-06,2030-02-28,SC,US
6494P,7102404,,4,1,1N,V,2021-07-19,2028-07-31,FL,US
6494R,7102802,1966.0,4,1,1,V,1990-11-13,2028-11-30,VA,US
6494S,06101C2,,6,10,UNKNOWN,V,2016-05-10,2029-05-31,IL,US
6494Z,7102504,1962.0,4,1,6130,V,2023-02-18,2030-02-28,TX,US
64952,1380120,,4,1,31,V,2019-03-07,2029-03-31,TX,US
6495A,2072702,1956.0,4,1,1,V,1997-12-18,2029-04-30,WA,US
6495B,2072402,1957.0,4,1,1,V,1966-10-27,2028-08-31,VA,US
6495D,1151018,1960.0,5,2,1,V,2024-03-06,2031-03-31,FL,US
6495H,7100510,1946.0,4,1,1,V,2023-12-13,2030-12-31,PA,US
6495J,7102808,1968.0,4,1,1NU,V,2023-01-30,2030-01-31,MN,US
6495K,2071830,1975.0,4,8,1U,V,2022-11-21,2029-11-30,WI,US
6495N,2073453,1978.0,4,1,1N,V,2021-03-11,2028-03-31,FL,US
6495P,7102404,,4,1,1N,V,2018-08-20,2028-08-31,UT,US
6495Q,5870214,1967.0,4,1,1N,V,2022-03-26,2029-03-31,TX,US
6495T,2071802,1960.0,4,1,1,V,2022-03-21,2029-03-31,AZ,US
6495U,5870208,1962.0,4,1,1,V,2021-04-29,2028-04-30,WA,US
6495W,7102802,1964.0,4,1,1NU,V,2023-03-27,2030-03-31,WI,US
6496,8560202,1928.0,4,1,1N,V,2003-01-16,2029-04-30,GA,US
64962,2072436,1982.0,4,1,1NU,V,2025-03-28,2032-03-31,KS,US
64964,2072436,1982.0,4,1,1NU,V,2020-07-24,2027-07-31,KS,US
64965,1380144,1942.0,4,1,1A,V,2013-12-16,2029-12-31,AZ,US
64966,2072436,1982.0,4,1,1NU,V,2016-09-28,2029-09-30,VA,US
6496B,2072402,1957.0,4,1,1,V,2024-04-17,2031-04-30,TX,US
6496F,2075816,1975.0,4,1,1N,V,2022-08-12,2029-08-31,DE,US
6496G,2071822,,4,1,1U,V,2014-02-04,2030-02-28,IL,US
6496J,7102808,1968.0,4,1,1NU,V,2015-04-15,2028-04-30,WI,US
6496L,2071835,1980.0,4,8,1U,V,2023-04-04,2030-04-30,NV,US
6496N,1151609,1982.0,4,1,1U,V,1982-09-14,2028-05-31,CA,US
6496U,5870208,,4,1,1,V,2024-04-08,2031-04-30,NC,US
6497,0562203,1971.0,4,1,42,V,2024-03-09,2031-03-31,IA,US
64971,2071835,1978.0,4,8,1,V,2020-03-24,2030-03-31,MN,US
64972,2072436,,4,1,UNKNOWN,V,2023-02-20,2030-02-28,FL,US
6497A,7103812,,4,8,1NU,V,2023-02-01,2030-02-28,TX,US
6497B,2072402,1957.0,4,1,1,V,2021-05-06,2028-05-31,FL,US
6497E,2072821,1980.0,4,1,1N,V,2025-06-20,2032-06-30,OR,US
6497G,2071822,1970.0,4,1,1U,V,2013-01-08,2029-01-31,IN,US
6497T,2071802,,4,1,1,V,2024-03-12,2031-03-31,OH,US
6497U,5870208,,4,1,1,V,2023-02-03,2030-02-28,GA,US
6497X,2072610,1961.0,4,1,1,V,2025-09-27,2032-09-30,WA,US
64980,1380134,1942.0,4,1,1A,V,2025-02-27,2032-02-29,MS,US
64985,2071835,1978.0,4,8,1U,V,2001-05-23,2027-06-30,WI,US
64987,2071835,,4,8,1U,V,2022-09-16,2029-09-30,GA,US
64988,2071835,,4,8,UNKNOWN,V,2022-07-18,2029-07-31,FL,US
64989,2071835,1978.0,4,8,1U,V,2007-01-26,2029-04-30,LA,US
6498B,2072402,1956.0,4,1,1,V,2022-11-03,2029-11-30,TN,US
6498E,2072402,1959.0,4,1,1,V,2017-07-14,2027-07-31,TX,US
6498F,2072434,1979.0,4,1,1NU,V,2007-09-06,2028-05-31,AL,US
6498J,7102808,1968.0,4,1,1NU,V,1984-06-08,2027-10-31,MN,US
6498P,7102404,,4,1,1N,V,2025-02-11,2032-02-29,MO,US
6498Q,5870214,1967.0,4,1,1N,V,2021-03-17,2028-03-31,PA,US
64999,7487007,1987.0,2,0,1B,V,1989-07-19,2028-01-31,NJ,US
6499A,2072702,1956.0,4,1,1,V,2023-02-10,2030-02-28,FL,US
6499B,2072402,1957.0,4,1,1,V,2009-05-19,2027-04-30,MN,US
6499C,1151508,1956.0,4,1,1,V,2008-07-08,2027-10-31,ND,US
6499E,2072402,1959.0,4,1,1,V,2023-05-26,2030-05-31,CA,US
6499F,2075816,1975.0,4,1,1N,V,2024-01-22,2031-01-31,SC,US
6499G,2071822,1970.0,4,1,1U,V,2019-04-08,2029-04-30,MN,US
6499H,7100510,,4,1,1,V,2024-12-02,2031-12-31,CA,US
6499N,2073456,1978.0,4,1,1N,V,2020-06-30,2027-06-30,CA,US
6499P,7102404,1959.0,4,1,1N,V,2005-07-19,2028-03-31,CO,US
6499Q,5870214,1967.0,4,1,1N,V,2017-11-28,2027-11-30,IL,US
6499R,7102802,1966.0,4,1,1NU,V,2019-09-09,2029-09-30,FL,US
6499U,5870208,1962.0,4,1,1,V,2009-10-20,2028-07-31,ND,US
6499W,7102802,1965.0,4,1,1NU,V,2008-06-19,2027-12-31,AL,US
649AC,1182215,2020.0,6,3,1N,V,2020-09-28,2027-09-30,TX,US
649AE,1182154,2008.0,6,3,1N,V,2019-08-07,2029-08-31,MO,US
649AK,05638AG,,7,1,UNKNOWN,V,2018-12-28,2028-12-31,AK,US
649AR,2072502,1959.0,4,1,1,V,2025-07-28,2032-07-31,AZ,US
649AS,06102JZ,,6,10,UNKNOWN,V,2025-06-16,2032-06-30,MO,US
649AU,06102GJ,,4,7,UNKNOWN,V,2024-01-19,2031-01-31,PA,US
649AW,3930326,1998.0,5,5,1T,V,2019-10-10,2029-10-31,UT,US
649AX,2730178,,4,4,UNKNOWN,V,2024-05-16,2031-05-31,VA,US
649B,1151004,1948.0,5,1,1,V,2016-03-01,2029-03-31,CO,US
649BC,7103212,,4,1,1N,V,2012-02-06,2028-02-29,TN,US
649BG,05628XX,2009.0,4,8,42,V,2025-09-12,2032-09-30,CA,US
649BS,06102AS,,6,10,UNKNOWN,V,2021-10-20,2028-10-31,CA,US
649CC,1390007,2007.0,5,2,1T,V,2023-04-12,2030-04-30,UT,US
649CD,2130001,2005.0,4,1,1N,V,2021-03-05,2028-03-31,FL,US
649CH,2130004,2023.0,4,1,1N,V,2024-01-24,2031-01-31,AZ,US
649CM,0564154,2023.0,9,1,42,V,2023-11-20,2030-11-30,SD,US
649CP,2072703,2011.0,4,1,1N,V,2011-12-19,2027-12-31,AL,US
649DA,2990105,2018.0,5,1,1N,V,2023-02-25,2030-02-28,CA,US
649DC,06102D3,,6,10,UNKNOWN,V,2024-04-19,2031-04-30,IL,US
649DF,6402507,1957.0,4,1,43,V,2024-01-10,2031-01-31,GA,US
649DH,2072701,1998.0,4,1,1N,V,1998-05-02,2027-06-30,OH,US
649DL,1384965,1989.0,5,5,1T,V,2016-05-24,2029-05-31,UT,US
649DM,05639XJ,,4,1,UNKNOWN,V,2021-05-03,2028-05-31,WI,US
649DS,05638UV,2019.0,4,1,42,V,2019-09-12,2029-09-30,IA,US
649DX,3260402,2010.0,5,5,1N,V,2021-08-24,2028-08-31,TX,US
649EC,1152740,1981.0,5,1,1N,V,2023-04-29,2030-04-30,GA,US
649FA,2130004,2016.0,4,1,1N,V,2022-12-05,2029-12-31,TX,US
649FE,3023600,1999.0,5,5,1T,V,2020-03-27,2030-03-31,TN,US
649FR,3930915,2024.0,5,5,1T,V,2024-06-28,2031-06-30,UT,US
649FT,7102832,2013.0,4,1,1NU,V,2014-04-21,2030-04-30,FL,US
649GC,2072434,1979.0,4,1,1NU,V,2012-08-13,2028-08-31,FL,US
649GK,05603X5,,4,1,UNKNOWN,V,1996-09-24,2028-09-30,NM,US
649GT,1385202,1992.0,5,5,1T,V,2016-01-27,2029-01-31,NY,US
649J,060004V,2008.0,4,8,9A,V,2022-09-26,2029-09-30,OK,US
649JB,3940004,2006.0,5,5,1T,V,2006-12-06,2029-01-31,NY,US
649JC,1152920,1980.0,5,2,1N,V,2024-04-18,2031-04-30,TN,US
649JP,5170805,2015.0,5,5,1T,V,2016-05-18,2029-05-31,UT,US
649KA,3377509,1989.0,5,2,1N,V,2011-09-21,2027-09-30,DE,US
649L,05640LL,2021.0,4,1,42,V,2021-11-08,2028-11-30,CA,US
649LC,1152744,1980.0,5,1,1N,V,2021-08-07,2028-08-31,AK,US
649M,1461102,1930.0,4,1,1,V,2024-07-25,2031-07-31,NY,US
649MA,05904JW,,4,8,48A,V,2023-11-07,2030-11-30,DE,US
649MB,05611L0,2003.0,4,1,42,V,2024-07-17,2031-07-31,TN,US
649NA,06102II,,H,10,UNKNOWN,V,2025-11-25,2032-11-30,CA,US
649ND,7102832,2019.0,4,1,1NU,V,2019-08-05,2029-08-31,ND,US
649NK,3940004,2017.0,5,5,1T,V,2025-05-03,2032-05-31,FL,US
649P,7090051,2005.0,4,2,1N,V,2017-05-16,2027-05-31,TX,US
649PH,05614Q1,2002.0,4,1,42,V,2002-08-22,2028-01-31,WA,US
649PP,3260212,2000.0,5,5,1T,V,2011-08-31,2027-08-31,TX,US
649PT,06001C5,2023.0,4,8,9A,V,2025-04-03,2032-04-30,DE,US
649QS,2076814,2019.0,5,5,1T,V,2025-07-15,2032-07-31,  ,  
649QX,3260415,2019.0,5,5,1T,V,2019-06-05,2029-06-30,WA,US
649RE,06101Y8,,4,7,UNKNOWN,V,2020-12-08,2027-12-31,MI,US
649RS,056176K,2004.0,4,8,42,V,2004-09-24,2028-04-30,FL,US
649RV,05624OE,2007.0,4,1,42,V,2022-07-30,2029-07-31,UT,US
649S,0590040,2000.0,4,8,48A,V,2018-08-28,2028-08-31,MI,US
649SA,05619SU,2006.0,4,1,1N,V,2025-05-06,2032-05-31,TX,US
649SB,05614NP,2002.0,4,1,42,V,2012-07-09,2028-07-31,KS,US
649SC,7103120,,5,1,1N,V,2025-02-13,2032-02-29,VA,US
649SE,5170707,2011.0,5,5,1T,V,2022-12-14,2029-12-31,CA,US
649SG,7090453,2025.0,5,5,1C,V,2025-07-29,2032-07-31,UT,US
649SP,3260418,2021.0,5,5,1T,V,2022-03-23,2029-03-31,WI,US
649SR,2130004,2017.0,4,1,1N,V,2017-09-11,2027-09-30,OK,US
649T,2072701,1998.0,4,1,1N,V,2022-01-08,2029-01-31,NC,US
649TC,2072439,2000.0,4,1,1NU,V,2022-01-05,2029-01-31,OK,US
649TG,05617TT,2004.0,4,1,42,V,2004-06-10,2027-07-31,WA,US
649TP,7102819,,4,1,UNKNOWN,V,2024-05-30,2031-05-31,FL,US
649TT,2730173,2005.0,5,5,1T,V,2008-07-03,2027-10-31,TX,US
649TW,7640122,2006.0,6,1,1N,V,2020-03-17,2030-03-31,OH,US
649TX,05641LJ,2024.0,4,1,42,V,2023-05-10,2030-05-31,TX,US
649UA,1385200,1992.0,5,5,1T,V,2013-04-01,2029-04-30,IL,US
649V,1151402,1960.0,4,1,1,V,2022-02-10,2029-02-28,MT,US
649W,0600083,2015.0,4,8,9G,V,2022-06-11,2029-06-30,DE,US
649WM,5150002,2003.0,4,1,83,V,2025-07-30,2032-07-31,DE,US
649XL,5200000,,4,1,1N,V,2018-11-27,2028-11-30,NC,US
64AA,7104623,2016.0,4,2,1N,V,2025-07-07,2032-07-31,MT,US
64AC,2121000,2001.0,4,1,1NA,V,2020-12-03,2027-12-31,DE,US
64AE,1182206,1997.0,6,3,1N,V,2023-01-29,2030-01-31,MO,US
64AF,2072401,1997.0,4,1,UNKNOWN,V,2020-03-31,2030-03-31,VT,US
64AG,05636HX,2021.0,9,8,7,V,2025-09-06,2032-09-30,VA,US
64AH,1153605,1982.0,5,1,1N,V,2020-12-04,2027-12-31,MI,US
64AK,1220803,1976.0,4,1,31,V,2012-01-06,2028-01-31,AK,US
64AL,70218DQ,2014.0,4,1,1A,V,2023-03-24,2030-03-31,CT,US
64AM,2210400,1997.0,4,1,1N,V,2025-07-12,2032-07-31,MN,US
64AP,7103110,1974.0,5,1,1N,V,2024-06-10,2031-06-30,FL,US
64AR,2130010,2020.0,4,5,1N,V,2023-05-30,2030-05-31,VA,US
64AS,8822002,1977.0,1,1,434,V,2019-12-16,2029-12-31,ID,US
64AT,0564718,1975.0,1,0,434,V,1998-09-30,2028-11-30,TX,US
64AW,1182110,2004.0,6,3,1N,V,2017-08-15,2027-08-31,AZ,US
64AX,05631I0,2012.0,4,8,42,V,2021-04-20,2028-04-30,AZ,US
64AZ,7102308,1964.0,5,1,1N,V,2020-05-06,2027-05-31,CA,US
64B,2130010,2025.0,4,5,1N,V,2025-03-11,2032-03-31,NC,US
64BA,7103406,,5,1,1N,V,2000-10-03,2028-07-31,DE,US
64BB,2071816,1967.0,4,8,1U,V,1992-01-17,2029-04-30,NY,US
64BE,2130000,2024.0,4,1,1N,V,2025-01-28,2032-01-31,WY,US
64BH,7640123,2025.0,6,1,1N,V,2025-07-03,2032-07-31,UT,US
64BL,05612BR,1944.0,4,1,43,V,2016-01-26,2029-01-31,ID,US
64BM,5870222,1990.0,4,1,1N,V,2013-03-05,2029-03-31,TX,US
64BT,1151425,,4,1,1U,V,2017-08-17,2027-08-31,IA,US
64BW,1151604,1975.0,4,1,1U,V,2025-06-25,2032-06-30,NV,US
64BZ,05618QT,,4,1,UNKNOWN,V,2021-11-03,2028-11-30,TX,US
64C,1152901,1967.0,5,2,31,V,2011-04-14,2027-04-30,VA,US
64CA,2072436,1981.0,4,1,1NU,V,2025-12-01,2032-12-31,AZ,US
64CB,1880210,,2,0,UNKNOWN,V,,,MI,US
64CD,2130000,2005.0,4,1,1N,V,2024-11-14,2031-11-30,PA,US
64CE,05633DD,2016.0,4,8,42,V,2014-03-19,2030-03-31,TN,US
64CF,5170602,,5,5,UNKNOWN,V,2019-02-06,2029-02-28,CA,US
64CG,1151532,1964.0,4,1,1U,V,2022-04-07,2029-04-30,SD,US
64CH,05620VI,2007.0,4,1,42,V,2020-01-21,2027-01-31,DE,US
64CJ,05615YU,,4,1,UNKNOWN,V,2003-08-22,2028-05-31,AK,US
64CL,6402309,1944.0,4,1,44,V,2019-08-07,2029-08-31,  ,  
64CM,056413C,2025.0,4,1,42,V,2023-10-05,2030-10-31,WA,US
64CP,2130004,2018.0,4,1,1N,V,2018-04-17,2028-04-30,OK,US
64CS,05624KN,1992.0,4,1,UNKNOWN,V,2022-04-05,2029-04-30,NC,US
64CT,7103212,,4,1,1N,V,2022-05-07,2029-05-31,ID,US
64CV,2073406,1963.0,4,1,30,V,2016-10-25,2029-10-31,FL,US
64CW,7101202,1946.0,4,1,1,V,2013-05-02,2029-05-31,TX,US
64DA,3260122,,5,2,1N,V,1993-05-06,2027-07-31,MI,US
64DB,2072618,,4,1,UNKNOWN,V,2023-04-25,2030-04-30,ME,US
64DC,7102813,1977.0,4,1,1N,V,2025-10-21,2032-10-31,CA,US
64DD,1151602,,4,1,1U,V,2000-05-02,2030-04-30,NY,US
64DE,722024G,1973.0,4,1,42,V,2008-05-07,2027-07-31,MO,US
64DH,6402608,1965.0,5,4,41,V,2000-11-08,2028-10-31,FL,US
64DJ,2121001,,4,1,1NA,V,2024-07-12,2031-07-31,TX,US
64DK,05608DW,1991.0,4,1,42,V,2013-09-19,2029-09-30,NM,US
64DP,7001218,,2,0,1B,V,2022-11-15,2029-11-30,NY,US
64DQ,8380307,2012.0,4,2,31,V,2022-11-03,2029-11-30,MS,US
64DR,05617K2,2020.0,4,1,42,V,2023-01-31,2030-01-31,AR,US
64DT,7101828,1975.0,4,1,1N,V,2020-06-15,2027-06-30,AK,US
64DW,1152740,1973.0,5,1,1N,V,2007-04-16,2027-08-31,FL,US
64DY,056426A,,4,1,UNKNOWN,V,2025-05-28,2032-05-31,TN,US
64EB,05638VA,2021.0,4,1,42,V,2019-11-14,2029-11-30,OK,US
64EC,05902TA,2000.0,7,8,48A,V,2007-06-08,2027-08-31,IN,US
64EE,7102404,1963.0,4,1,1N,V,2017-02-17,2030-02-28,TX,US
64EF,2072418,1973.0,4,8,1N,V,2020-03-30,2030-03-31,NH,US
64EG,2130004,2014.0,4,1,1N,V,2017-02-08,2030-02-28,UT,US
64EH,7103206,1966.0,4,1,1N,V,2023-04-04,2030-04-30,LA,US
64EJ,1153605,1974.0,5,1,1N,V,2022-12-27,2029-12-31,ID,US
64EL,1151240,1969.0,4,1,1NU,V,2008-08-15,2028-01-31,MI,US
64ER,05632A1,2012.0,4,1,42,V,2021-06-28,2028-06-30,TX,US
64ES,2121000,2019.0,4,1,1NA,V,2020-09-24,2027-09-30,CO,US
64ET,056034I,,4,1,UNKNOWN,V,1996-12-03,2029-04-30,FL,US
64EW,7103212,1973.0,4,1,1N,V,2021-02-24,2028-02-29,TX,US
64EZ,05632UD,2014.0,4,8,42,V,2013-07-15,2029-07-31,GA,US
64FA,05610H1,,4,1,42,V,2000-06-19,2027-10-31,OR,US
64FB,4220038,2020.0,5,2,1C,V,2021-01-21,2028-01-31,CA,US
64FC,1182107,1981.0,6,3,1N,V,2015-02-17,2028-02-29,AR,US
64FF,7150007,2000.0,5,2,1C,V,2021-11-27,2028-11-30,SD,US
64FG,0330403,2022.0,4,8,1N,V,2023-03-28,2030-03-31,NC,US
64FH,8146004,,6,3,UNKNOWN,V,2022-02-10,2029-02-28,FL,US
64FK,645035E,1978.0,5,4,42,V,2018-01-09,2028-01-31,TX,US
64FL,6400452,1940.0,4,1,43,V,2021-03-30,2028-03-31,AZ,US
64FN,05617YZ,2005.0,4,1,42,V,2004-07-19,2027-11-30,NC,US
64FS,4500103,1984.0,5,5,1T,V,2018-06-21,2028-06-30,TX,US
64FT,2076750,1991.0,5,5,1T,V,2019-04-29,2029-04-30,TX,US
64FV,05616SO,2004.0,4,1,42,V,2021-08-25,2028-08-31,OR,US
64FX,05637KH,,4,1,UNKNOWN,V,2024-06-09,2031-06-30,UT,US
64G,0200506,1962.0,1,0,1,V,2016-12-19,2029-12-31,IA,US
64GA,2130004,2014.0,4,1,1N,V,2022-05-20,2029-05-31,TN,US
64GB,1151406,1964.0,4,1,1U,V,2016-08-03,2029-08-31,NV,US
64GD,8680987,1999.0,6,3,1N,V,2017-10-18,2027-10-31,TX,US
64GG,4220034,2015.0,4,1,1U,V,2018-01-03,2028-01-31,IA,US
64GH,05607LS,2000.0,4,1,42,V,2007-05-11,2027-09-30,CA,US
64GK,1181519,1995.0,6,3,1N,V,2024-12-05,2031-12-31,DE,US
64GL,2073343,2015.0,4,1,1N,V,2015-12-31,2028-12-31,NJ,US
64GP,056012Y,1965.0,4,1,42,V,2010-04-02,2030-01-31,IA,US
64GR,056333V,2015.0,4,1,42,V,2018-11-21,2028-11-30,TX,US
64GW,5110310,1983.0,4,1,1N,V,2025-06-13,2032-06-30,NC,US
64H,2610202,,4,1,UNKNOWN,V,2020-12-22,2027-12-31,AZ,US
64HC,060002K,2009.0,4,8,9A,V,2025-12-18,2032-12-31,TX,US
64HE,05607JX,1999.0,4,1,42,V,2021-01-11,2028-01-31,GA,US
64HG,05607QC,2000.0,4,1,42,V,2009-08-11,2028-03-31,OK,US
64HL,056901U,1990.0,4,1,42,V,2024-04-15,2031-04-30,IL,US
64HR,3801508,1978.0,1,0,1G,V,2023-04-27,2030-04-30,NJ,US
64HS,056081A,,4,1,42,V,2020-05-19,2027-05-31,CO,US
64HT,7640130,2018.0,6,3,1N,V,2025-11-12,2032-11-30,TX,US
64J,8850316,1946.0,4,1,1,V,2021-11-03,2028-11-30,AK,US
64JB,1181511,1978.0,6,3,6131245,V,1988-04-05,2030-01-31,NH,US
64JC,3802555,,1,0,43,V,2017-07-27,2027-07-31,FL,US
64JF,0560567,,4,1,42,V,2021-10-21,2028-10-31,TX,US
64JG,05632RZ,2014.0,1,10,443,V,2021-05-04,2028-05-31,TX,US
64JH,0569113,,4,1,UNKNOWN,V,2023-04-19,2030-04-30,TX,US
64JK,056105V,,4,1,UNKNOWN,V,2008-08-15,2028-05-31,WA,US
64JL,5870208,1978.0,4,1,1N,V,2008-08-26,2028-02-29,MT,US
64JP,5170707,2001.0,5,5,1T,V,2018-03-02,2028-03-31,UT,US
64JR,05616BV,,4,1,42,V,2025-11-03,2032-11-30,MT,US
64JS,1390009,1992.0,5,5,1T,V,2020-07-21,2027-07-31,TX,US
64JT,0600085,2019.0,4,8,48B,V,2021-05-22,2028-05-31,TN,US
64JU,2130004,2024.0,4,1,1N,V,2025-12-22,2032-12-31,DE,US
64JW,1151520,1957.0,4,1,1,V,2018-03-30,2028-03-31,TX,US
64KA,1152913,1973.0,5,2,1N,V,2019-04-18,2029-04-30,MT,US
64KB,7102304,1959.0,5,1,1N,V,2017-01-13,2030-01-31,OK,US
64KC,1152702,,5,1,1N,V,2015-06-25,2028-06-30,TX,US
64KD,2130004,2024.0,4,1,1N,V,2025-10-27,2032-10-31,WA,US
64KF,05642C5,2024.0,4,1,UNKNOWN,V,2024-12-28,2031-12-31,MO,US
64KM,05603BI,1997.0,4,1,1T,V,2006-11-07,2029-02-28,WA,US
64KP,6400416,1943.0,4,1,1N,V,2003-05-19,2027-06-30,CA,US
64KT,2076405,1976.0,5,1,1N,V,2023-07-08,2030-07-31,NE,US
64KV,05611N9,2003.0,4,1,42,V,2001-09-18,2028-05-31,MN,US
64KX,05624VR,2002.0,4,1,42,V,1994-03-25,2029-10-31,FL,US
64LA,1152740,,5,1,1N,V,2023-02-01,2030-02-28,GA,US
64LB,8130001,1999.0,4,1,1NA,V,2025-05-20,2032-05-31,FL,US
64LC,05617SV,2004.0,4,1,42,V,2013-01-29,2029-01-31,AR,US
64LE,1900305,1988.0,5,5,1T,V,2024-11-12,2031-11-30,AL,US
64LG,5780409,1972.0,5,2,1N,V,2016-12-12,2029-12-31,AL,US
64LH,056040M,1997.0,4,1,42,V,2014-06-11,2027-06-30,TX,US
64LL,05617PG,2005.0,4,1,42,V,2008-01-29,2029-04-30,AZ,US
64LM,1152740,1995.0,5,1,1N,V,2018-06-13,2028-06-30,VA,US
64LP,0190922,1942.0,4,1,1,V,2003-06-05,2028-02-29,TX,US
64LR,05634BB,2015.0,4,1,42,V,2015-05-06,2028-05-31,IL,US
64LS,3801250,1983.0,1,0,434,V,2009-07-15,2027-11-30,NJ,US
64LT,05637PA,2018.0,4,1,42,V,2018-05-11,2028-05-31,TX,US
64LV,2076750,1996.0,5,5,1T,V,2025-03-31,2032-03-31,IL,US
64LZ,05604A1,1996.0,4,1,42,V,2023-09-02,2030-09-30,TN,US
64M,7102302,1956.0,5,1,1,V,2018-12-26,2028-12-31,NM,US
64MA,8682010,,4,2,UNKNOWN,V,2021-12-09,2028-12-31,FL,US
64MB,05618TF,2019.0,4,1,42,V,2019-08-01,2029-08-31,UT,US
64MC,05630AH,1995.0,4,1,42,V,2022-11-28,2029-11-30,CA,US
64ME,05608VF,1999.0,4,1,42,V,2011-06-23,2027-06-30,OR,US
64MF,05658FX,1987.0,4,1,42,V,2018-06-27,2028-06-30,IN,US
64MG,5170707,2001.0,5,5,1T,V,2025-01-14,2032-01-31,MA,US
64MH,05622GQ,,6,1,42,V,2022-02-18,2029-02-28,FL,US
64MJ,5170805,2001.0,5,5,1T,V,2018-07-30,2028-07-31,MI,US
64MK,21101NN,1966.0,4,1,1NA,V,2025-04-02,2032-04-30,IA,US
64MM,05610XY,2001.0,4,1,42,V,2022-10-04,2029-10-31,CA,US
64MR,2130001,2003.0,4,1,1N,V,2004-03-19,2029-10-31,NV,US
64MS,7102808,1973.0,4,1,1NU,V,2024-10-07,2031-10-31,PA,US
64MT,1390006,2010.0,5,5,1T,V,2021-06-25,2028-06-30,TX,US
